message,label,target_type,severity,severity_score,source
I will report you to the admin 🕷️,threat,academic,high,0.95,emoji
It's obvious that stop talking nonsense nin matu beka illa and everyone agrees.,insult,individual,high,0.35,codemix
your kind is unwanted here,hate,individual,medium,0.75,english
"Yoov, elli hogidaroo ade tara madthiya, sakkat dumb idiya yaar anta feel agutte. #e0ea",harassment,Individual,Low,0.56,kannada
I just wanted to say you just dont get it ninige artha illa,insult,individual,medium,0.3,codemix
"Look, ninige simple vishaya kuda artha agalla",insult,individual,medium,0.3,codemix
"Iqvegxos, nee full die tara behave madthiya. #3297",threat,Individual,medium,0.58,bad_words
"Ceotiy, nee yen use illa ninna jothe re. #8cc9",insult,Individual,High,0.22,kannada
"People are tired of your idiot attitude, Mdjlsom. #4b2f",insult,Individual,high,0.65,bad_words
"Idaigmf, nee tumba thullu keya tara idiya maga. #df3a",sexual_harassment,Individual,medium,0.4,bad_words
naale 4gante canteen nalli meet aagona. #3652,neutral,Unknown,Low,0.03,kannada
"Cwnx, elli hogidaroo ade tara madthiya, total loser tara idiya anta feel agutte. #941f",harassment,Individual,Medium,0.51,kannada
"Gbhqyu, ivattu full sooley mode nalli idiya. #53c8",insult,Individual,low,0.48,bad_words
"Look, yaake nanna hinde bartiya",harassment,individual,medium,0.45,codemix
"Hey, dont interfere in this nin barbeda",aggression,individual,medium,0.55,codemix
"girls, we dont need people like you",hate,gender,medium,0.75,english
"Swdpjobc, you are such a ass in this group. #afbf",harassment,Individual,medium,0.57,bad_words
naale 4gante canteen nalli meet aagona. #1bfe,neutral,Individual,Low,0.01,kannada
project help madidakke thanks maga. #6e75,neutral,Group,Low,0.0,kannada
"Gyqwyddszm, nin darbesi nataka nodakke bore aaytu. #5c65",insult,Individual,high,0.76,bad_words
"Nodz, nee tumba soole maga tara idiya maga. #9946",harassment,Individual,high,0.46,bad_words
ivattu class full bore aaytu. #fa28,neutral,Group,Low,0.05,kannada
yavdru ivattu notes idre send maadu pls. #33a9,neutral,Group,Low,0.0,kannada
this is your last warning nodko period.,threat,individual,medium,0.82,codemix
"Matypybu, nee full haavu bro neenu tara behave madthiya. #99b9",harassment,Individual,medium,0.51,bad_words
Stop texting me again and again 🧨,harassment,individual,medium,0.55,emoji
yavdru ivattu notes idre send maadu pls. #02ef,neutral,Individual,Low,0.05,kannada
"network sakkath slow ide, once repeat maadu. #fae6",neutral,Unknown,Low,0.03,kannada
"Gyazen, a type jokes swalpa stop maadu, group nalli idu sari alla. #2adf",sexual_harassment,Individual,High,0.74,kannada
we dont like people like you nin tara beda right now.,hate,individual,medium,0.75,codemix
"Pdnobciuka, a tara photos haakbeda please, group nalli idu sari alla. #cd8a",sexual_harassment,Individual,High,0.93,kannada
"Actually, this will not end well for you ninige sari illa agutte without a doubt.",threat,individual,medium,0.82,codemix
"5 nimisha nalli join agthini, swalpa wait maadu. #4846",neutral,Individual,Low,0.0,kannada
ninige buddhi illa seriously for sure.,insult,individual,high,0.35,codemix
"Mbew, nee tumba irritating agthiya re re. #f003",insult,Individual,Medium,0.43,kannada
"Pmhmzo, you are such a go to hell in this group. #b27c",harassment,Individual,high,0.63,bad_words
this environment is stressful,toxicity,gender,medium,0.5,english
why are you messaging me again period.,harassment,individual,medium,0.45,english
"Gfazhgczte, nee yen use illa ninna jothe re. #78e1",insult,Individual,High,0.44,kannada
"Yella dina muttala maga tara mathadbeda, Rrnkcaplw. #f4ad",insult,Individual,high,0.66,bad_words
You keep tracking my activity 🔍,stalking,teacher,high,0.8,emoji
fest practice ge yar yar barthidira. #2ace,neutral,Group,Low,0.0,kannada
I think yaake nanna profile daily nodthiya,stalking,individual,medium,0.62,codemix
"Stop it, this chat is exhausting full headache immediately.",toxicity,individual,medium,0.5,codemix
"To be honest, this chat is exhausting full headache ... whatever.",toxicity,individual,medium,0.5,codemix
"People are tired of your transgender attitude, Tellpfl. #f79c",insult,Individual,medium,0.68,bad_words
Your kind is not welcome here 🐖,hate,individual,high,0.85,emoji
"Blqzm, elli hogidaroo ade tara madthiya, complete waste fellow anta feel agutte. #e81f",harassment,Individual,Medium,0.51,kannada
why are you watching my profile daily for real.,stalking,teacher,medium,0.62,english
"Idtyyrdp, nee tumba muttala tara idiya maga. #eddb",insult,Individual,medium,0.35,bad_words
"Caugwrsctd, yake everywhere message madthiya, idu stalking tara kanstide. #243c",cyberstalking,Individual,High,0.76,kannada
The project deadline is approaching. Thanks.,neutral,academic,medium,0.02,english
"Jkjxhbbd, nee tumba irritating agthiya re dude. #ff1e",insult,Individual,Medium,0.26,kannada
fest practice ge yar yar barthidira. #51c9,neutral,Group,Low,0.0,kannada
stop keeping tabs on me (no offense).,stalking,individual,low,0.57,english
"ninna presentation super aaytu, chennag ide. #3bb5",neutral,Individual,Low,0.04,kannada
neenu full dumb yaake heege period.,insult,individual,medium,0.3,codemix
"Seriously, stop getting involved nin barbeda",aggression,individual,medium,0.55,codemix
I just wanted to say dont annoy me nin irritate madbeda ... whatever.,aggression,individual,medium,0.55,codemix
"network sakkath slow ide, once repeat maadu. #ba3d",neutral,Group,Low,0.02,kannada
"naale 9 gante lab ge bartira, late agbeda. #745a",neutral,Group,Low,0.0,kannada
"Only a rubbish will spam the group like you, Pgyyoekf. #6670",insult,Individual,low,0.39,bad_words
attendance link haakbidu illi. #137b,neutral,Individual,Low,0.02,kannada
"Ivattu kooda sakath body tara act madtidya, Bvdogcl. #c787",insult,Individual,medium,0.41,bad_words
"Wcvbbecq, nee full time late bartiya re. #93f5",insult,Individual,Low,0.3,kannada
"gang, plan ge ivananna invite madbeda besseru, ivan illaadre better ansta. #a59a",exclusion,Group,Medium,0.34,kannada
"Cwiphyx, nee full monkey thara tara behave madthiya. #7c72",insult,Individual,medium,0.4,bad_words
"Honestly, yaake nanna hinde bartiya elladalli for real.",harassment,individual,medium,0.45,codemix
"Vlkbove, nee full time late bartiya re. #6001",insult,Individual,Low,0.31,kannada
"Zpzftgjw, elli hogidaroo ade tara madthiya, tumba irritating agthiya re anta feel agutte. #085d",harassment,Individual,High,0.76,kannada
"Yella dina ninna hendruna keya tara mathadbeda, Trywv. #992c",sexual_harassment,Individual,medium,0.42,bad_words
People like you are disgusting 🤮,hate,unknown,high,0.85,emoji
"Ehqeze, nee full time late bartiya re. #8bb6",insult,Individual,Low,0.27,kannada
"review okay aaytu, tension beda. #9880",neutral,Group,Low,0.0,kannada
"Okopttcdv, cheap comments madbeda ava bagge, group nalli idu sari alla. #06f1",sexual_harassment,Individual,Low,0.79,kannada
"5 nimisha nalli join agthini, swalpa wait maadu. #ea7f",neutral,Individual,Low,0.0,kannada
"Mxu, ava body bagge a tara mata beda, group nalli idu sari alla. #e9e1",sexual_harassment,Individual,Low,0.74,kannada
"Owtgzfhlz, elli hogidaroo ade tara madthiya, class nalli full time joker ne anta feel agutte. #c1b7",harassment,Individual,High,0.45,kannada
"Lkjcjya, elli hogidaroo ade tara madthiya, tumba disgusting behaviour anta feel agutte. #d6ed",harassment,Individual,Medium,0.76,kannada
"Zfnr, elli hogidaroo ade tara madthiya, tumba irritating agthiya re anta feel agutte. #5d38",harassment,Individual,High,0.79,kannada
pizza bekka biryani bekka decide maadi. #eaca,neutral,Individual,Low,0.0,kannada
neenu full dumb yaake heege,insult,individual,medium,0.3,codemix
"Jxrzol, next time barbeku anta helthini, swalpa limit nodu yaar. #712d",threat,Individual,Medium,0.81,kannada
"class grp, chat nalli ivnanna ide irboda anta ansta, ivan illaadre better ansta. #c4ec",exclusion,Group,Medium,0.21,kannada
"Honestly, we dont like people like you nin tara beda ... whatever.",hate,individual,medium,0.75,codemix
Stop following me everywhere 😐,stalking,academic,high,0.8,emoji
dont annoy me and it's sad.,aggression,individual,medium,0.55,english
"Apwdtnce, nee reply nodoke tumba time togondiya re. #248b",insult,Individual,Low,0.17,kannada
keep quiet please nin matadbeda,aggression,individual,medium,0.55,codemix
weekend ge yava movie nodona. #145e,neutral,Individual,Low,0.01,kannada
People like you are disgusting 🌈,hate,academic,high,0.85,emoji
"happy birthday, tumba olle varsha agli. #849f",neutral,Unknown,Low,0.0,kannada
"Seriously, this is between us only and it's annoying.",exclusion,individual,high,0.47,english
fest practice ge yar yar barthidira. #ba4c,neutral,Group,Low,0.0,kannada
naale 4gante canteen nalli meet aagona. #c3de,neutral,Individual,Low,0.0,kannada
"Nypbpcuw, elli hogidaroo ade tara madthiya, tumba irritating agthiya re anta feel agutte. #f067",harassment,Individual,Low,0.46,kannada
ivattu assignment submit maadbeku maga. #fb88,neutral,Group,Low,0.03,kannada
"Hubnj, yaaru kuda ninna joker thara nature ishta padalla. #7e77",insult,Individual,high,0.59,bad_words
Back off now 🐷,aggression,gender,low,0.55,emoji
dont test my patience,threat,academic,medium,0.82,english
"thinking, we dont want you in this discussion",exclusion,personal,medium,0.42,english
"Qyaujcmx, stop acting like a total sexy every day. #fb87",sexual_harassment,Individual,high,0.74,bad_words
"Dfkqde, elli hogidaroo ade tara madthiya, tumba disgusting behaviour anta feel agutte. #ac7e",harassment,Individual,Medium,0.54,kannada
this place feels unhealthy manasige sari illa,toxicity,individual,medium,0.5,codemix
"Seriously, this group has become so toxic ella negative agide !!!",toxicity,individual,medium,0.5,codemix
why are you always online when i come ninige gothagthide,stalking,individual,high,0.67,codemix
Stop following me everywhere 🤨,stalking,group,high,0.8,emoji
"Pdren, nee useless tara behave madthiya machaa. #cd5f",insult,Individual,Medium,0.31,kannada
"Hey, stop disturbing me during class",harassment,individual,medium,0.45,english
"Actually, your type should not be here",hate,individual,medium,0.75,codemix
"Look, go away from here for real.",aggression,appearance,medium,0.55,english
"Stop it, neenu hopeless yaake heege",insult,individual,medium,0.3,codemix
"Bzramtia, next time barbeku anta helthini, swalpa limit nodu yaar. #b23f",threat,Individual,High,0.8,kannada
You are not part of this team 😬,exclusion,individual,high,0.55,emoji
"5 nimisha nalli join agthini, swalpa wait maadu. #5ce9",neutral,Individual,Low,0.0,kannada
"all of you, your type always ruins things",hate,group,high,0.8,english
"Basically, stop forcing conversation without a doubt.",harassment,individual,medium,0.45,english
"personality, people like you are a headache",hate,personal,medium,0.75,english
ivattu assignment submit maadbeku maga. #48a8,neutral,Group,Low,0.04,kannada
why cant you just stop,harassment,individual,medium,0.45,english
People like you are disgusting 💩,hate,unknown,high,0.85,emoji
"Group nalli a tara ninna ammanakeya baribeda, Hsdlobtha. #3aa7",sexual_harassment,Individual,high,0.73,bad_words
"you all, we dont need people like you",hate,group,medium,0.75,english
"Honestly, you never get anything right for real.",insult,individual,high,0.35,english
Leave this group now 🤣,exclusion,individual,high,0.55,emoji
Did anyone finish the assignment? 📝,neutral,teacher,low,0.0,emoji
"habit, please remove yourself",exclusion,personal,medium,0.42,english
yavdru ivattu notes idre send maadu pls. #1833,neutral,Unknown,Low,0.04,kannada
"Group nalli a tara gaandu baribeda, Aurmuktn. #0a6a",insult,Individual,medium,0.54,bad_words
"Yame, nee yavattu serious agalla dude. #6a76",insult,Individual,Low,0.24,kannada
naale extra pen togond baa pls. #ba73,neutral,Unknown,Low,0.07,kannada
"Irwdixj, yake everywhere message madthiya, idu stalking tara kanstide. #1ea1",cyberstalking,Individual,Low,0.72,kannada
"This taking the piss behaviour is not okay, Bjrr. #75c4",harassment,Individual,medium,0.51,bad_words
It's obvious that dont push me beyond my limit !!!,threat,individual,medium,0.82,english
"Bftkqmoy, nee total loser tara idiya dude. #b7fc",insult,Individual,High,0.43,kannada
yavdru ivattu notes idre send maadu pls. #798e,neutral,Group,Low,0.06,kannada
"Hey, you cant escape from this ninige illa right now.",threat,individual,medium,0.82,codemix
"Hey, this chat is mentally draining",toxicity,group,medium,0.5,english
"Onwfe, nee reply nodoke tumba time togondiya re. #d33f",insult,Individual,Low,0.31,kannada
"Jdzd, nee reply nodoke tumba time togondiya dude. #4d88",insult,Individual,Low,0.33,kannada
"Mrtpcke, nee reply nodoke tumba time togondiya dude. #6d28",insult,Individual,Low,0.2,kannada
Your kind is not welcome here 🪰,hate,group,high,0.85,emoji
why do you always show up where i am and it's annoying.,stalking,individual,high,0.67,english
"In my opinion, mind your own business nin work nodko",aggression,individual,medium,0.55,codemix
"Apnupwcu, yake everywhere message madthiya, idu stalking tara kanstide. #5844",cyberstalking,Individual,Medium,0.62,kannada
"Urimrf, stop acting like a total butt every day. #05e2",harassment,Individual,medium,0.5,bad_words
ivattu class full bore aaytu. #f0c2,neutral,Group,Low,0.0,kannada
Your kind is not welcome here 🫥,hate,individual,high,0.85,emoji
"Dizuo, nin muka thika thara ide nataka nodakke bore aaytu. #8a79",harassment,Individual,low,0.68,bad_words
"Watngljvo, elli hogidaroo ade tara madthiya, yen use illa ninna jothe anta feel agutte. #0234",harassment,Individual,High,0.7,kannada
we dont like people like you nin tara beda,hate,individual,medium,0.75,codemix
exam tumba tough aaytu but somehow aaytu. #8511,neutral,Unknown,Low,0.02,kannada
"People are tired of your split tongue attitude, Basnvouukp. #55d4",insult,Individual,medium,0.68,bad_words
you are in serious trouble nodu,threat,individual,medium,0.82,codemix
Everyone here is awful 🙄,toxicity,individual,medium,0.4,emoji
You are not part of this team 🪰,exclusion,gender,high,0.55,emoji
"People are tired of your fair suck of the sav attitude, Uzemwzcbxc. #5c67",harassment,Individual,high,0.84,bad_words
"guys, i cant stand people like you",hate,gender,medium,0.75,english
attendance link haakbidu illi. #9dad,neutral,Individual,Low,0.0,kannada
"Only a dog will spam the group like you, Kzj. #c946",insult,Individual,medium,0.46,bad_words
Everyone knows dont overdo it,aggression,individual,high,0.6,english
"Xupmbfswtc, nee ivattu full lazy mode alli idiya machaa. #31f4",insult,Individual,Low,0.24,kannada
you dont need to be here right now.,exclusion,individual,medium,0.42,english
exam tumba tough aaytu but somehow aaytu. #2792,neutral,Unknown,Low,0.0,kannada
"In my opinion, why do you follow everything i do",stalking,individual,medium,0.62,english
