message,label,target_type,severity_score,severity_level,context
"Otqxon, nin kembatti maga nataka nodakke bore aaytu. #f824",Insult,Individual,0.73,medium,whatsapp_group_chat
"Only a lame will spam the group like you, Rifg. #18f8",Harassment,Individual,0.69,low,whatsapp_group_chat
"Vvb, nee tumba muttala maga tara idiya maga. #3515",Insult,Individual,0.53,medium,whatsapp_group_chat
"Zknhvvsuw, you are such a wtf in this group. #5cca",Harassment,Individual,0.74,medium,whatsapp_group_chat
"Ninna haavu bro neenu behavior nodi everyone frustrate agta idare, Wpcmxbydz. #7513",Harassment,Individual,0.44,medium,whatsapp_group_chat
"Yella dina nim amman tara mathadbeda, Plr. #7cfe",Harassment,Individual,0.47,high,whatsapp_group_chat
"Swdpjobc, you are such a ass in this group. #afbf",Harassment,Individual,0.57,medium,whatsapp_group_chat
"Group nalli ee saayi attitude beda, Ebvp. #cc41",Threat,Individual,0.55,medium,whatsapp_group_chat
"Emtj, nee full fake character tara behave madthiya. #27b5",Harassment,Individual,0.42,medium,whatsapp_group_chat
"People are tired of your fuck attitude, Anfptfpg. #09b0",Harassment,Individual,0.74,medium,whatsapp_group_chat
"This rubbish behaviour is not okay, Wqiof. #3584",Insult,Individual,0.63,medium,whatsapp_group_chat
"Uhketdy, nin cry baby maga nataka nodakke bore aaytu. #6803",Harassment,Individual,0.67,high,whatsapp_group_chat
"Yella dina dagara tara mathadbeda, Fild. #8140",Insult,Individual,0.42,medium,whatsapp_group_chat
"Nyz, nee full monkey thara tara behave madthiya. #5206",Insult,Individual,0.43,high,whatsapp_group_chat
"Ninna not a loyal behavior nodi everyone frustrate agta idare, Yzmuzsmz. #6ebb",Harassment,Individual,0.57,high,whatsapp_group_chat
"Yrsvfglgjx, stop acting like a total bugger every day. #c90d",Insult,Individual,0.46,high,whatsapp_group_chat
"Ninna monkey thara behavior nodi everyone frustrate agta idare, Imfmajbofx. #f804",Insult,Individual,0.61,high,whatsapp_group_chat
"Yella dina ninna hendruna keya tara mathadbeda, Trywv. #992c",Sexual Harassment,Individual,0.42,medium,whatsapp_group_chat
"People are tired of your shag attitude, Mzadendoo. #c25a",Sexual Harassment,Individual,0.61,medium,whatsapp_group_chat
"Zvbtwp, stop acting like a total ohh,piss off every day. #8b49",Harassment,Individual,0.59,high,whatsapp_group_chat
"Bahxnduw, yaaru kuda ninna saayi nature ishta padalla. #cf91",Threat,Individual,0.5,medium,whatsapp_group_chat
"Zuithgt, you are such a ohh,piss off in this group. #9f5b",Harassment,Individual,0.57,high,whatsapp_group_chat
"Vlqmdptjz, stop acting like a total bitch every day. #c43c",Insult,Individual,0.44,medium,whatsapp_group_chat
"People are tired of your arse attitude, Kprulyhd. #fa43",Harassment,Individual,0.49,medium,whatsapp_group_chat
"Ninna fake character behavior nodi everyone frustrate agta idare, Tnauxnijgk. #7461",Harassment,Individual,0.54,high,whatsapp_group_chat
"This cockfoam behaviour is not okay, Iaz. #1763",Sexual Harassment,Individual,0.61,low,whatsapp_group_chat
"People are tired of your rubbish attitude, Ora. #e2bb",Insult,Individual,0.41,medium,whatsapp_group_chat
"Mvlohfihgg, nin kalladantha nataka nodakke bore aaytu. #5bac",Insult,Individual,0.67,medium,whatsapp_group_chat
"Group nalli a tara nin tullna keya baribeda, Wzxa. #f928",Sexual Harassment,Individual,0.65,low,whatsapp_group_chat
"Group nalli a tara sexy bro maga baribeda, Psxe. #f7bf",Sexual Harassment,Individual,0.76,high,whatsapp_group_chat
"Urimrf, stop acting like a total butt every day. #05e2",Harassment,Individual,0.5,medium,whatsapp_group_chat
"Ivattu kooda not a loyal tara act madtidya, Luayhtcmo. #4c0e",Harassment,Individual,0.55,medium,whatsapp_group_chat
"This stupid behaviour is not okay, Gzlnfs. #a12b",Insult,Individual,0.63,medium,whatsapp_group_chat
"This asshole behaviour is not okay, Zvrciaohsp. #1087",Insult,Individual,0.39,low,whatsapp_group_chat
"Nsgdd, nin dove rani maga nataka nodakke bore aaytu. #e775",Harassment,Individual,0.55,medium,whatsapp_group_chat
"Ninna cry baby behavior nodi everyone frustrate agta idare, Xih. #a090",Harassment,Individual,0.67,medium,whatsapp_group_chat
"Yella dina sucide madtha tara mathadbeda, Nza. #30eb",Threat,Individual,0.61,high,whatsapp_group_chat
"Gce, nin baa, nan tunne nekku nataka nodakke bore aaytu. #324b",Harassment,Individual,0.73,high,whatsapp_group_chat
"Mktzkgwmu, nin ninna thullu keya maga nataka nodakke bore aaytu. #1a75",Sexual Harassment,Individual,0.75,high,whatsapp_group_chat
"Ninna die behavior nodi everyone frustrate agta idare, Uyrwtwnmj. #5a9c",Threat,Individual,0.33,low,whatsapp_group_chat
"Only a asexual will spam the group like you, Ibeqzt. #e440",Sexual Harassment,Individual,0.45,medium,whatsapp_group_chat
"Bsbzzzyqta, nin saayi madtha nataka nodakke bore aaytu. #9124",Threat,Individual,0.68,high,whatsapp_group_chat
"Group nalli ee joker thara attitude beda, Uhmo. #17f3",Insult,Individual,0.42,medium,whatsapp_group_chat
"This bloody hell behaviour is not okay, Ojo. #c767",Harassment,Individual,0.4,low,whatsapp_group_chat
"Eey, you are such a nigga in this group. #1716",Harassment,Individual,0.61,medium,whatsapp_group_chat
"Yella dina sexy baby maga tara mathadbeda, Olii. #cd2e",Sexual Harassment,Individual,0.66,medium,whatsapp_group_chat
"Qdiydwfwhm, stop acting like a total naked every day. #0698",Sexual Harassment,Individual,0.59,high,whatsapp_group_chat
"Ivattu kooda sexy bro tara act madtidya, Nfjhkslq. #793f",Sexual Harassment,Individual,0.44,medium,whatsapp_group_chat
"Eobrumal, yaaru kuda ninna cry baby nature ishta padalla. #c604",Harassment,Individual,0.36,medium,whatsapp_group_chat
"Teclt, yaaru kuda ninna idiot thara nature ishta padalla. #de6a",Insult,Individual,0.55,medium,whatsapp_group_chat
"Ivattu kooda sakath body tara act madtidya, Bvdogcl. #c787",Insult,Individual,0.41,medium,whatsapp_group_chat
"Mvmlcgw, nee full idiot thara tara behave madthiya. #b8c8",Insult,Individual,0.43,high,whatsapp_group_chat
"Only a cock-socker will spam the group like you, Zijlrym. #1041",Sexual Harassment,Individual,0.48,high,whatsapp_group_chat
"Lksblkyfom, nee full haavu bro neenu tara behave madthiya. #f922",Harassment,Individual,0.35,low,whatsapp_group_chat
"Ninna sucide behavior nodi everyone frustrate agta idare, Ffegv. #1237",Threat,Individual,0.67,low,whatsapp_group_chat
"Aizuopud, you are such a slut in this group. #675c",Sexual Harassment,Individual,0.56,low,whatsapp_group_chat
"People are tired of your bellend attitude, Sfloo. #38a1",Insult,Individual,0.38,low,whatsapp_group_chat
"Only a sexy will spam the group like you, Hnte. #710c",Sexual Harassment,Individual,0.43,low,whatsapp_group_chat
"Yella dina gaandu nan magane tara mathadbeda, Mfcfzaykx. #a309",Insult,Individual,0.35,medium,whatsapp_group_chat
"Uhhtc, stop acting like a total asswipe every day. #034e",Insult,Individual,0.45,low,whatsapp_group_chat
"Only a fuck will spam the group like you, Uxfpducftw. #2a61",Harassment,Individual,0.44,medium,whatsapp_group_chat
"Pyzafjub, yaaru kuda ninna not a loyal nature ishta padalla. #d6a4",Harassment,Individual,0.75,high,whatsapp_group_chat
"Group nalli a tara shaata baribeda, Ftibktas. #b390",Insult,Individual,0.67,medium,whatsapp_group_chat
"Ivattu kooda sucide tara act madtidya, Vbr. #b33e",Threat,Individual,0.37,low,whatsapp_group_chat
"This pussy behaviour is not okay, Mzystqq. #7483",Sexual Harassment,Individual,0.49,low,whatsapp_group_chat
"Group nalli ee fake character attitude beda, Bslkdw. #85a3",Harassment,Individual,0.6,medium,whatsapp_group_chat
"Cfmhxrl, stop acting like a total rubbish every day. #a7fb",Insult,Individual,0.37,medium,whatsapp_group_chat
"Group nalli ee sakath body attitude beda, Qhldjo. #0a2b",Harassment,Individual,0.55,medium,whatsapp_group_chat
"Rmovmsf, nee full joker thara tara behave madthiya. #14fa",Insult,Individual,0.74,medium,whatsapp_group_chat
"Group nalli a tara saayi maga baribeda, Zxhkb. #21f5",Threat,Individual,0.71,medium,whatsapp_group_chat
"Ixomatm, yaaru kuda ninna idiot thara nature ishta padalla. #a5bd",Insult,Individual,0.62,high,whatsapp_group_chat
"Only a cock-socker will spam the group like you, Klagjpnb. #24a2",Sexual Harassment,Individual,0.62,high,whatsapp_group_chat
"Ymfyohlax, you are such a sexy in this group. #9438",Sexual Harassment,Individual,0.74,medium,whatsapp_group_chat
"Ivattu kooda die tara act madtidya, Psmnorf. #14c2",Threat,Individual,0.74,medium,whatsapp_group_chat
"People are tired of your cockfoam attitude, Ldf. #0adb",Sexual Harassment,Individual,0.54,low,whatsapp_group_chat
"Vpyroauq, ivattu full not a loyal mode nalli idiya. #a3f4",Harassment,Individual,0.46,high,whatsapp_group_chat
"This dog behaviour is not okay, Fkrwzwuf. #5978",Insult,Individual,0.69,low,whatsapp_group_chat
"Group nalli ee sexy baby attitude beda, Aoi. #a7f8",Sexual Harassment,Individual,0.67,high,whatsapp_group_chat
"Only a shit will spam the group like you, Avpw. #a9bb",Harassment,Individual,0.71,high,whatsapp_group_chat
"Ivattu kooda sakath body tara act madtidya, Lnpbbksytg. #bc32",Harassment,Individual,0.6,low,whatsapp_group_chat
"This suck his dick behaviour is not okay, Hauhsmmnh. #f7b0",Sexual Harassment,Individual,0.51,high,whatsapp_group_chat
"Iebro, stop acting like a total cockfoam every day. #b057",Sexual Harassment,Individual,0.41,low,whatsapp_group_chat
"Qrag, you are such a nigga in this group. #2c13",Harassment,Individual,0.65,high,whatsapp_group_chat
"Ivattu kooda monkey thara tara act madtidya, Ytyhqs. #6fe5",Insult,Individual,0.48,medium,whatsapp_group_chat
"Only a 69 will spam the group like you, Ghonqu. #a732",Sexual Harassment,Individual,0.68,medium,whatsapp_group_chat
"Ivattu kooda sexy bro tara act madtidya, Fpu. #7f98",Sexual Harassment,Individual,0.64,high,whatsapp_group_chat
"People are tired of your transgender attitude, Hhqvwptqkf. #8bbd",Insult,Individual,0.59,medium,whatsapp_group_chat
"Only a dog will spam the group like you, Xbivfux. #e4b4",Insult,Individual,0.58,medium,whatsapp_group_chat
"Kcnfsx, nee tumba le niga tara idiya maga. #0dbb",Harassment,Individual,0.73,medium,whatsapp_group_chat
"Ninna monkey thara behavior nodi everyone frustrate agta idare, Zqe. #19a4",Insult,Individual,0.68,medium,whatsapp_group_chat
"Only a nigga will spam the group like you, Lqf. #2674",Harassment,Individual,0.71,high,whatsapp_group_chat
"Xaydhutxav, stop acting like a total piss off every day. #df0d",Harassment,Individual,0.35,low,whatsapp_group_chat
"Fton, nee tumba keiya maga tara idiya maga. #5940",Harassment,Individual,0.74,medium,whatsapp_group_chat
"Klyn, nee tumba keiya tara idiya maga. #6b15",Harassment,Individual,0.41,medium,whatsapp_group_chat
"Ptnizbrhk, nee full monkey thara tara behave madthiya. #e7b9",Insult,Individual,0.5,medium,whatsapp_group_chat
"Chbvlpxc, nee tumba haavu bro neenu tara idiya maga. #ac75",Harassment,Individual,0.43,medium,whatsapp_group_chat
"Yella dina soolya maga tara mathadbeda, Lbooookwhg. #298c",Harassment,Individual,0.67,medium,whatsapp_group_chat
"This ass behaviour is not okay, Uerfotpv. #dcf6",Harassment,Individual,0.67,medium,whatsapp_group_chat
"Ebynscirmq, you are such a wtf in this group. #7b37",Harassment,Individual,0.5,high,whatsapp_group_chat
"This idiot behaviour is not okay, Wcmjjag. #3cac",Insult,Individual,0.51,low,whatsapp_group_chat
"This choad behaviour is not okay, Hqjs. #816c",Insult,Individual,0.46,medium,whatsapp_group_chat
"Fseee, nee full not a loyal tara behave madthiya. #79d1",Harassment,Individual,0.55,medium,whatsapp_group_chat
"Ydkpms, nee tumba bosodi tara idiya maga. #b9fb",Harassment,Individual,0.67,high,whatsapp_group_chat
"Only a crap will spam the group like you, Zvkoz. #78ac",Harassment,Individual,0.73,high,whatsapp_group_chat
"Cilsxwcvlu, you are such a crap in this group. #483d",Harassment,Individual,0.73,high,whatsapp_group_chat
"Tlyp, yaaru kuda ninna sucide nature ishta padalla. #e3d6",Threat,Individual,0.64,medium,whatsapp_group_chat
"People are tired of your arse attitude, Dbo. #c306",Harassment,Individual,0.72,medium,whatsapp_group_chat
"Ninna sexy bro behavior nodi everyone frustrate agta idare, Nmf. #c953",Sexual Harassment,Individual,0.29,low,whatsapp_group_chat
"Yella dina hendruna keya tara mathadbeda, Awmxu. #b375",Sexual Harassment,Individual,0.69,high,whatsapp_group_chat
"People are tired of your lame attitude, Ixhjs. #a9f8",Harassment,Individual,0.65,medium,whatsapp_group_chat
"Only a fair suck of the sav will spam the group like you, Wqypf. #1c5f",Harassment,Individual,0.33,low,whatsapp_group_chat
"Xiphher, nee tumba thotha maga tara idiya maga. #95b5",Insult,Individual,0.67,high,whatsapp_group_chat
"Qcdrieds, nin dove rani maga nataka nodakke bore aaytu. #f02c",Harassment,Individual,0.43,medium,whatsapp_group_chat
"Hqsd, yaaru kuda ninna cry baby nature ishta padalla. #5cc7",Harassment,Individual,0.63,medium,whatsapp_group_chat
"Only a pussy will spam the group like you, Zlsl. #bb75",Sexual Harassment,Individual,0.67,low,whatsapp_group_chat
"Eozjb, stop acting like a total ass every day. #1a36",Harassment,Individual,0.59,medium,whatsapp_group_chat
"People are tired of your ass attitude, Aoylnieniz. #c645",Harassment,Individual,0.36,low,whatsapp_group_chat
"Wqjvy, stop acting like a total bloody hell every day. #bd26",Harassment,Individual,0.58,low,whatsapp_group_chat
"Hqpcqaoz, ivattu full singri maga mode nalli idiya. #eb18",Insult,Individual,0.45,high,whatsapp_group_chat
"Nfutx, yaaru kuda ninna die nature ishta padalla. #15de",Threat,Individual,0.58,medium,whatsapp_group_chat
"Ohwefog, nee tumba gandu tara idiya maga. #d966",Insult,Individual,0.52,high,whatsapp_group_chat
"Tlpjvudyfh, stop acting like a total lesbian every day. #9afe",Insult,Individual,0.43,medium,whatsapp_group_chat
"People are tired of your duffer attitude, Nfeh. #56e8",Insult,Individual,0.49,medium,whatsapp_group_chat
"Kdvtibmg, nee tumba soolya tara idiya maga. #8526",Harassment,Individual,0.65,low,whatsapp_group_chat
"Group nalli a tara boli magane baribeda, Khmruypuq. #30c0",Insult,Individual,0.41,medium,whatsapp_group_chat
"Solbfeei, yaaru kuda ninna fake character nature ishta padalla. #b289",Harassment,Individual,0.66,medium,whatsapp_group_chat
"Dbydxzzulg, nee tumba die maga tara idiya maga. #820d",Threat,Individual,0.72,medium,whatsapp_group_chat
"This asexual behaviour is not okay, Ipduo. #5f9c",Sexual Harassment,Individual,0.56,medium,whatsapp_group_chat
"Ooopodiqh, yaaru kuda ninna cry baby nature ishta padalla. #61f7",Harassment,Individual,0.61,medium,whatsapp_group_chat
"People are tired of your shag attitude, Upxas. #e743",Sexual Harassment,Individual,0.35,low,whatsapp_group_chat
"Group nalli ee idiot thara attitude beda, Ziv. #ce80",Insult,Individual,0.67,medium,whatsapp_group_chat
"This duffer behaviour is not okay, Vffkhqkal. #0277",Insult,Individual,0.38,medium,whatsapp_group_chat
"Yella dina kall nan magane tara mathadbeda, Lfoea. #ea09",Insult,Individual,0.65,high,whatsapp_group_chat
"Eukfoza, ivattu full nimavvan mode nalli idiya. #646b",Harassment,Individual,0.67,medium,whatsapp_group_chat
"Zgqjdrjmp, stop acting like a total bollocks every day. #0f47",Insult,Individual,0.6,high,whatsapp_group_chat
"This dickhole behaviour is not okay, Zpwfc. #6700",Sexual Harassment,Individual,0.8,high,whatsapp_group_chat
"This piss off behaviour is not okay, Bfcim. #acf4",Harassment,Individual,0.45,medium,whatsapp_group_chat
"People are tired of your dick head attitude, Sddzjbted. #f2f9",Sexual Harassment,Individual,0.75,high,whatsapp_group_chat
"Ivattu kooda cry baby tara act madtidya, Kobyet. #5dcc",Harassment,Individual,0.46,medium,whatsapp_group_chat
"Only a jerk will spam the group like you, Aygzyfra. #e87c",Insult,Individual,0.38,low,whatsapp_group_chat
"Ninna die behavior nodi everyone frustrate agta idare, Rgdwwhkv. #37f7",Threat,Individual,0.5,low,whatsapp_group_chat
"Ihjyordg, nee tumba thimru tara idiya maga. #ca22",Insult,Individual,0.48,low,whatsapp_group_chat
"This fucking prick behaviour is not okay, Rmwew. #bec7",Sexual Harassment,Individual,0.35,medium,whatsapp_group_chat
"Jmddldrcag, you are such a hell in this group. #53a8",Harassment,Individual,0.46,medium,whatsapp_group_chat
"Htlkqcvn, yaaru kuda ninna joker thara nature ishta padalla. #b67e",Insult,Individual,0.68,high,whatsapp_group_chat
"Ninna cry baby behavior nodi everyone frustrate agta idare, Owdxd. #6399",Harassment,Individual,0.79,high,whatsapp_group_chat
"Ijlmgs, nee tumba dagarina tara idiya maga. #584d",Insult,Individual,0.58,high,whatsapp_group_chat
"This bitch behaviour is not okay, Tdqjw. #7b54",Insult,Individual,0.75,medium,whatsapp_group_chat
"This lesbian behaviour is not okay, Tkp. #b2c9",Insult,Individual,0.39,medium,whatsapp_group_chat
"Oyixs, nee tumba muttala tara idiya maga. #4b79",Insult,Individual,0.57,medium,whatsapp_group_chat
"This lesbian behaviour is not okay, Gcot. #aa6a",Insult,Individual,0.74,medium,whatsapp_group_chat
"Lrzjb, stop acting like a total asexual every day. #747c",Sexual Harassment,Individual,0.53,high,whatsapp_group_chat
"Only a bozo will spam the group like you, Rajlmx. #7d7d",Insult,Individual,0.64,high,whatsapp_group_chat
"Pezqqbmqv, nin sexy baby nataka nodakke bore aaytu. #9627",Sexual Harassment,Individual,0.7,medium,whatsapp_group_chat
"Ninna joker thara behavior nodi everyone frustrate agta idare, Txpfyacdt. #2c23",Insult,Individual,0.51,medium,whatsapp_group_chat
"Kejuy, nee full die tara behave madthiya. #29dd",Threat,Individual,0.64,medium,whatsapp_group_chat
"Bcbx, nin nimmavvana nataka nodakke bore aaytu. #f482",Harassment,Individual,0.57,high,whatsapp_group_chat
"Ivattu kooda joker thara tara act madtidya, Lsl. #e951",Insult,Individual,0.67,low,whatsapp_group_chat
"Ivattu kooda dove rani tara act madtidya, Uosxzhz. #2ee0",Harassment,Individual,0.63,high,whatsapp_group_chat
"Yella dina kembatti maga tara mathadbeda, Cfaxplmmzm. #7ec9",Insult,Individual,0.4,medium,whatsapp_group_chat
